,text,sentiment
23347,good luck tomorrow,positive
23348,woo hoo recipe,neutral
23349,actually participate light today p also better rain,neutral
23350,irregularly im half assedly work essay say half assedly really mean word even open,neutral
23351,star warz day really hot topic man oh man wait star trek,negative
23352,workin still lol want go spring game,neutral
23353,homework,neutral
23354,salary actually spend money hooray time go shop dinner ahora say goodbye,positive
23355,miss ya boyfriend gonna see ya br tt,negative
23356,watch americas next top model yah haha,positive
23357,birthday boy ipod touch dsi set sort think would happy ball boot age,positive
23358,kinda try ugh oh well worth effort long day tomorrow night tweeters,neutral
23359,funerals bueno,neutral
23360,sound like sonics never record say spicy breed buffalo wing w blu cheese beer,neutral
23361,well right side thirty,neutral
23362,think might break purchase us donot know call,neutral
23363,tom u plan germany answer ur germany fas,neutral
23364,ah haha omg fudge grahmcracker cookies boo,neutral
23365,drink harm doc convince cause pcvs look tell stop smoke yet come,neutral
23366,hahahaha nahh sowwieee git shirt match dez sneakerz nd idk da color aghhh lol,neutral
23367,feel sorry ian break gf feel reali sad cos feel wish give huge hug right,neutral
23368,say goodbye something familiar never become familiar,negative
23369,sunburn face legs fix arm tooo,negative
23370,plan survive financial status quit job gotta find new job within months,neutral
23371,graduation tonight gonna miss boys mikey dustin miles charlie travy nicky john jake boys love guy,positive
23372,gnite fukn nite want sum pinga get,neutral
23373,sweaters,neutral
23374,wow great list need shop,positive
23375,lol birmingham st love time move good morning,positive
23376,want hang friends soon,positive
23377,character find rarely enough elaborate much upon anything,negative
23378,see steve coogan raise dylan moran,neutral
23379,like saw movie would give tyler perry,neutral
23380,get money mikey time trust make sad,negative
23381,incredibly worry stanley,negative
23382,stop talk ur gonna mean,negative
23383,afternoon u get new pic nice specs,positive
23384,write first showstoppers entry lose hours work due server issue,negative
23385,http bite ly msize go dear love janelle,positive
23386,boreedd,negative
23387,ridiculously warm bed,negative
23388,tech update know nutty newsire twitterfeed ones come w link lazy without link lol,neutral
23389,awwww internet right drummer boi,negative
23390,personally could decide election sign place north last fall reagan tjefferson troosevelt,neutral
23391,far everybody look good momma goat kid month hope week,positive
23392,woop buy elliot minor album itunes finally work,positive
23393,listen del barrio record release think cmyk music competition minimal techno madrid land,neutral
23394,try work use twitter,neutral
23395,love able bike bus walk work safe area,neutral
23396,cry like fukn baby today durin da senior show ima miss senior friends,negative
23397,people talk go,neutral
23398,know bro ask shake fists cat make last night weekend philly,neutral
23399,spend even gala high school drama company th anniversary lot memories,positive
23400,ftr u miss u team already,negative
23401,go page make hungry,negative
23402,good morning think stop rain past three days care,positive
23403,wzzzzzzzzzup derrek r start band practice jayk skylar leave california today lucky,positive
23404,quite sure ace cake gosh tire love bride war fun night,neutral
23405,salad krogers hungry,neutral
23406,yeah work weekend sooooo bum,negative
23407,wake yuuup still go tonight better believe,positive
23408,play world conflict computer run slow,negative
23409,last heroes ep sept sick drug past days dr say lack everything esp get sunshine,negative
23410,know try sort portfolio know put,negative
23411,starbuck,neutral
23412,ugh,neutral
23413,read take note undertanding none help,negative
23414,arnold california aka best place ever wish could come,positive
23415,cat unimpressed thunderstorm dog wish would come home,neutral
23416,man cut hair mean cory procuts come,neutral
23417,awesome day expect much awesomeupdater,positive
23418,oh hope get better show argentina good luck,positive
23419,tuna noodles thing smash potato cake winksy say hi,neutral
23420,get dachshund awesome get stick silly place know breed,neutral
23421,hey mar miss also yeah gotta find stupidstupid school,negative
23422,way home dood dont think crappy vodafone gprs handle yaymen com,negative
23423,enough pizza order get pizza delight,neutral
23424,idol look new sms send solution http promotion itagg com get free sms every itagg,neutral
23425,really worth watch cinema mum really enjoy,positive
23426,know funny thing everyone pack e pack go mexico e,positive
23427,kinda may chickened,negative
23428,snl get better keep,positive
23429,oh today friend go usa go miss much great time darling,neutral
23430,holy wow think could sleep day soooo tire,negative
23431,roxy right palmade stuff pretty cool,positive
23432,send tons thankful love sock summit believe utter people spew,neutral
23433,sleppytime really miss godfather right love wayne,neutral
23434,saddest celeb story week http bite ly h ph,negative
23435,britta say want lunch,neutral
23436,organic chemistry ah confuse,negative
23437,aww love,positive
23438,pay like first slightly stoopid show charge pop make sad,negative
23439,run accela unit test first time years fail,negative
23440,faith daphne,neutral
23441,gotta check bro mine girl,neutral
23442,bore wait class start sigh midterms next week,negative
23443,im soooooooo hungry wat eat,neutral
23444,awesome fruit vegetable juice open lam noodles fb http tinyurl com qnjqx,positive
23445,result salary decrease,negative
23446,whaaaat happen,neutral
23447,feel dpressed,negative
23448,diva always coffee cookies,neutral
23449,hahahahaha day,positive
23450,collect tv acquire freecycle,neutral
23451,happy mother day mom,positive
23452,stomach feel like touch grind full,negative
23453,kinda look forward see seann william scott office today,neutral
23454,itl,neutral
23455,disturb sell baby tiger meet thailand exotic pet greedy bastards,negative
23456,sorry mr grey menlo,negative
23457,good intent hopefully others get vibe,positive
23458,white pointy shoe haha ah get excite enw drummer youre mean,neutral
23459,bahaha loook like kung fu panda wake morning,positive
23460,little bite drink actually strong anymore,neutral
23461,time tick sooo sloooooooooowlyyyyyyyyyyyyy,negative
23462,thank god sport doesnt take offence joke unlike three good friends stop talk,positive
23463,computer class photo booth work,neutral
23464,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,negative
23465,hate program freeze installation,negative
23466,yes maybe dm though annoy followers think late good night,positive
23467,great first impressions little netbook downside access hatch upgrade ram,positive
23468,lol brandy mr whisker,neutral
23469,feel like throw,negative
23470,sooo reluctant study finals right,neutral
23471,welcome public transport x,neutral
23472,possibly carpenter number topical,neutral
23473,still shoesless que ardillaaaaaaaaaaaa,neutral
23474,yea look good flower mean,positive
23475,epicentre wheelock place units tourists start today,neutral
23476,fun last night see,neutral
23477,date like man dont get play like,negative
23478,good luck mine rd day today,positive
23479,hair look sicckkkk happy mother day mother,neutral
23480,marrrrrrrrrry fun party tonight drink wud come see,positive
23481,work,neutral
23482,work punchy due two early morning pager events,neutral
23483,nw macedonia rainy days row,neutral
23484,welcome,positive
23485,john make wear mask gloves work cause sick say want catch swine flu http yfrog com mxjj,negative
23486,whats wrong flickr http www flickr com photos frenchtoastcake quilt top photo show click sad story,negative
23487,suppose unrelated story wise new part fallout series work name,negative
23488,week week gym worst headache,negative
23489,pills punch bag ive never touch cover brother sweat u use u want hehe,neutral
23490,omfg tasty eat almost lo,positive
23491,hug love mamabear happy mom day case see around tomorrow,positive
23492,im sad work today cant win ticket,negative
23493,lovin performance snl tonight funny,positive
23494,want call go michigan hahha,neutral
23495,morning ali big thank yesterday love always xxxx bike today forget get helmet ok,positive
23496,help cousin get ready th grade dance grow,neutral
23497,bank,neutral
23498,miss show,negative
23499,chill feel really nice,positive
23500,hey nothing wrong,positive
23501,watch persepolis break english also nice sundays,positive
23502,well official strep,neutral
23503,think song use next chill edition video,neutral
23504,go town friend long time see okok feel fresh,positive
23505,route home parent th wed anniversary day gona take em dinner let c find woman getha long,neutral
23506,aha bet cute wear nu time cn show mine u cn show,positive
23507,think sale ciroc stay thats luck,negative
23508,feel like nerd say new star trek look kinda cool might see haha let know go,neutral
23509,want get nail today accord superstition guess wait til tomorrow french,neutral
23510,see star trek twice see today since outvote,neutral
23511,happy mother day wonderful mother world include,positive
23512,surprisingly like star trek contrary theory star war fan anti trekkies,positive
23513,im tire sleep,negative
23514,happy belated birthday francesc fabregas wish best fabre,positive
23515,santana maria maria wraith http blip fm,neutral
23516,head baguio hours,neutral
23517,hi eunice kyna huge fan wait next album,positive
23518,wow vicodin must work sleep better get update bjaday com job,neutral
23519,hey dave whasup,neutral
23520,honestly say thematic big part blogging enthusiam love able want,positive
23521,haha anything wrong,positive
23522,uggg computer run sooo slow today drive batty guess time remove file defrag ugg want mac,negative
23523,good morning early bad conscience try make take day yesterday p,neutral
23524,get ready go ikea alone cuz one go,negative
23525,aaa new follower hiii,neutral
23526,hear time earlier mean,negative
23527,ok go outside wish play basketball oh well,positive
23528,watch star trek next watch movie theater cause movie really worth,positive
23529,finally come around shorten twitter username follow need change anything,neutral
23530,ferber happen every days rohan wake unhappy midnight good bad news still awake due afternoon nap,negative
23531,awesome believe poster already see one yet,positive
23532,hm good medium much yes respond previous post days ago conversations,negative
23533,several hours finally site back online silly dns set mistake,negative
23534,whew literally shop till drop sprain ankle ugh see sacrifice make,negative
23535,work mad block sit fun block facebook twitter youtube,neutral
23536,give cable tough economic time either cable shoe know cable lose,positive
23537,second friday night update leave city http tiny tv ks,neutral
23538,sure easier login every day make post admin mod ill try,positive
23539,wish bring warmer clothe chilly negative thing trip sun connect chilliness,negative
23540,mom wear shrug buy morrow wait c n cute,positive
23541,crew please dont dont think could wrong number time,neutral
23542,nope anthony wreck car help get run,negative
23543,happy mother day mother good enjoyable day,positive
23544,yea dude really,neutral
23545,poor thing come watch tv house lol,negative
23546,miss today know must feel tire give massage tonight,negative
23547,turn get go see decemberists,neutral
23548,death well impress technical skillz,positive
23549,nkotb lol r loser u drive hours day u need rest days still tire lol,positive
23550,dont think ugly tha dumb lookin lill betta know,neutral
23551,farewell dinner kimmy last time see,negative
23552,def see ya tonight must get rn photo get yesterday lol thank please forget,positive
23553,work hop city gotta miss baseball,negative
23554,b c baby phat phat farm applebottoms fubu come pretty weak double,negative
23555,muay thai awesome gonna sore morning feel like bad eat junk tho,neutral
23556,waaa octo drive go,negative
23557,read disclaimer close browser http tinyurl com n lr,neutral
23558,real sorry hear,negative
23559,sound good clean cynics order haha good night talk tomorrow,positive
23560,still awake way better reason fantastic night fantastic people fantastic food,positive
23561,get reactions stroke cat welt hand catch claw,neutral
23562,need relocate west coast weather killin,negative
23563,http twitpic com j z gift boyfriend little guy keep company night,neutral
23564,yes really good even though sci fi love haha know,positive
23565,beer smoki lucky strike good time good time work draw stuff,positive
23566,westin discount anime expo provide additional discount hotels http anime expo org p,neutral
23567,sorry sound like year old texting try tweetshrinking build tweed deck another cool feature,neutral
23568,sniff sniff want thie app iphone america free anime game show iphone win uk,neutral
23569,n still job dead right,negative
23570,finish ysc runthrough service gonna awesome http tweet sg,positive
23571,rain seaworld,neutral
23572,mean post concert blue lol well soooo know mean,neutral
23573,side seat loner please starbucks,neutral
23574,really sad nephew keep busy sort items bwm http bite ly n tsm,negative
23575,love bank holiday,positive
23576,http www efteling nl today nothing efteling fun sure python rollercoaster ride though,positive
23577,http twitpic com w j leave brain right brain drug,neutral
23578,idiot family feel mix amongst stuff,negative
23579,oh see mean true use improperly know,neutral
23580,seattle washington im sooooo hungry miss alaska,negative
23581,little slow try one ben jerry mission marzipan bite letdown,negative
23582,enough already wolfram alpha next google next cuil http bite ly hesz,neutral
23583,aw wish could get ready atlanta come work since behind work,neutral
23584,feel really good performance ap government politics exam morning go lunch krista,positive
23585,well far back sanity least,neutral
23586,still believe matt mccoy interview get view twitter truly awesome,positive
23587,daaaaang sell,negative
23588,thank reminder hope great time,positive
23589,love smell roast oven thank ideas,positive
23590,answer postcard century,neutral
23591,long weekend thank god sleep monday,positive
23592,yeah go always bring us things let last something call bird milk,neutral
23593,include,neutral
23594,wal mart,neutral
23595,clock possibly last time northview middle school,negative
23596,write bore part paper hmm sun shin feel like work however,neutral
23597,sowwy lover,positive
23598,lot reqs today fun,negative
23599,high school,neutral
23600,frog yes,positive
23601,dawg thank much,positive
23602,erm yeah watch sway collapse river lol next time shall drag,negative
23603,awwwwwww kitties best,positive
23604,http twitpic com whaf tonight art show success,positive
23605,middle industrial estate pirate ffancy dress ready mile walk,neutral
23606,good luck haha love character bring win movie,positive
23607,learn aobut starwarsday thus movies han solo shoot first deal,neutral
23608,busy day time tweet bmore happen weekend,negative
23609,sleep still mourn adobo cook http plurk com p x gf,negative
23610,mcc bye scotty gonna miss ily,positive
23611,yeah get better though know,neutral
23612,decide go uni today http plurk com p su yr,neutral
23613,nope im nott plan aunties come america havin big family meal cant,negative
23614,little foster kitten get big chubba winston go b miss get amaze home,neutral
23615,many weirdos one,negative
23616,saw tonight well great movie hope well mate cheer e,positive
23617,liesgirlstell liesboystell thread show women men alike screw struggle real honest relationships,neutral
23618,download new fonts http plurk com p rplkr,neutral
23619,happen early night turn pumpkin,neutral
23620,day open know everyone leave today,neutral
23621,goin cousins soon dog soo cute,positive
23622,beach nanny get back roast iater pudding,neutral
23623,yeah call dad mom brother either mom phone dad phone card expire brother work,neutral
23624,moments intense genius power well time sheer insanity need sanity check,neutral
23625,need come spend time roof miss double date couple weeks,negative
23626,congratulations hope amaze day,positive
23627,think june gloom arrive,negative
23628,agree w u,neutral
23629,sorry believe much feedback get menu bar icon next version lot subtle,neutral
23630,officially pink eye,neutral
23631,welcome book good reminder escape cube,positive
23632,welcome,positive
23633,morning happy star war day may th,positive
23634,talk since last day school right,negative
23635,yess talk hott guy happy,positive
23636,oh yum rhubarb link fab thank,positive
23637,thank learn something new today enjoy,positive
23638,ug full cold dark pub want go outside,neutral
23639,david mitchell present get news tonight love think ace another note headache,neutral
23640,greet every momma happy momma day,positive
23641,feel better drug awesome sad waste day weekend,neutral
23642,ha good morning may fourth,positive
23643,know idiot,negative
23644,fireworks kboom concert second best ever see precede last year show sigh,positive
23645,play guitar hero wait abby text prom,neutral
23646,ok u followers twitter u really think lol,neutral
23647,okay finally get meet dia name right oh geez feel stupid,negative
23648,im almost update goo,neutral
23649,write song turn light,neutral
23650,try go get message page exist,negative
23651,dont wanna get bed wanna go back sleep open store work though,neutral
23652,press ctrl bottom right underscore e ky,neutral
23653,oh really tire migraines endometriosis fibromyalgia migraines sleep probs compoundin ea since surgery,negative
23654,claire love show get office radio,positive
23655,im work,neutral
23656,neighborhood research today day little bite shop,neutral
23657,kev stick westgate work,negative
23658,oh keep stumble deathfic without warn want,negative
23659,,neutral
23660,mother day sunday forget send something special http www youtube com watch v expmtevsfqg,positive
23661,awww go chick fila,neutral
23662,r depress mite b move earlyer thot,neutral
23663,time learn another language,neutral
23664,still want smartcar wonderful design ever,positive
23665,head cloud,neutral
23666,lol good men watch flick w us sigh good flick far call say,positive
23667,http twitpic com wk really try different pose time,neutral
23668,already dress set today let real fun begin light camera action,positive
23669,beachmex dm since follow,neutral
23670,finally get see,positive
23671,http twitpic com fzo come bulgaria great fan,positive
23672,hear full album preview todays webcast jonasnewsongs wayyy tune,negative
23673,goodbye city let hurry give mi cuz paper work summer bk,neutral
23674,paycheck nothing piece paper,neutral
23675,sulk home rain poor strategy watch sun shine desk robarts reference room,negative
23676,dinner,neutral
23677,ha ha find new cocktail dance wench cranberry juice spice rum sound nice cranberry juice,positive
23678,preview trailer new moon joke second still watch tho twice lol figure miss something still sick,negative
23679,sound painful sorry get hurt may ask happen,negative
23680,fyi connie carla totally awesome preview make seem sorry one,negative
23681,never,neutral
23682,good day u cheer tweet even tink lol,negative
23683,thank lovely birthday message,positive
23684,ok st ginormous cup coffee monday look much better,positive
23685,wanna go,neutral
23686,ah yes drop bear thing lovely day odd stafford,positive
23687,salute chapel hill north carolina sy http blip fm jgj,positive
23688,movie plane mall cop saw nephews already,neutral
23689,dad work sw graduate hs work hou years retire years join company,neutral
23690,yep probably wish let know interest extra corporate chalet tix let go,positive
23691,biglots house jesus virgin mary ring one machine rock one til break,negative
23692,confuse,negative
23693,miss husband,negative
23694,ottawa ur welcome sweet dream,positive
23695,honi might cute little picture book call little book bore,positive
23696,hay naku madaya ka talaga ah hehe hey happy mother day mom nga pala mom also,positive
23697,hate crowd http tr im moni,negative
23698,get slow cooker go get ready work,neutral
23699,sing everytime,neutral
23700,gonna mother day ever notice papa look like squiggy laverne snd shirley love,positive
23701,aw gonna miss old username nick jonas shontelle layne sean kingston reply old username gonna start,neutral
23702,much sulk single go tonight tumblr gru save day http tumblr com xd qx b,neutral
23703,yea run hours let test,neutral
23704,finish book vat good book,positive
23705,read mean toy though,neutral
23706,ok kinda think mean would funny though,positive
23707,noo sorry love go pop zyrtec go sleep,negative
23708,one day jay leno que sad,negative
23709,worry mr sock tonight,negative
23710,monday morning lot go wait mate add style table im set,neutral
23711,finally home crazy party nite thank drive home,positive
23712,invite one beach short notice mean hell tell hrs really,neutral
23713,want see movie fun,positive
23714,oh man would fresh,neutral
23715,cool bean yeah man prob,positive
23716,go buy wacom today goood time,positive
23717,drive insane really sterling knight play chad dylan cooper sonny chance,neutral
23718,want hug,neutral
23719,make hot chocolate almond milk mother day festivities start early,neutral
23720,happy mother day moms,positive
23721,ahhhhh let right one dvd break,negative
23722,guy gonna get metal detector brickmans saw chad ask davey fb sorry bout ring,negative
23723,like spirit night ooooh night qu grande ere mr springsteen,positive
23724,happy mother day day chocolate,positive
23725,yeah brain rock happy share knowledge carrie,positive
23726,scar set pw bb bc might forget end lose data yet financial info catch,negative
23727,watson weekend sorry steph work,negative
23728,ok send iflowers mom mother day trough iphone app http tr im kwnx,neutral
23729,remember take challenge,neutral
23730,short stack need add short stack tv,neutral
23731,dude sun,neutral
23732,make shop always tomorrow,positive
23733,know take butter actual butter xoxo,neutral
23734,start new diet today want get fat besides almost bath suit season lol,negative
23735,need snuggle work like snuggle ironic huh,neutral
23736,think haircut isnt bad look yesterday still bad tho,negative
23737,nice visit last night boy voracious stubble anyone know raw chin haha,positive
23738,pump day,neutral
23739,account revision boo,neutral
23740,strawberries afternoon snack love strawberries gonna make strawberry smoothie tonight gym,positive
23741,instal ubuntu office lap yaaaaaaaaaaaay install windows feature rock awesome ubuntu excite,positive
23742,feel like right one month school leave fml hard,negative
23743,yeahhh u wasnt thereeeeeeeeeee,neutral
23744,haahaha omg dude read almost choke haha thank,neutral
23745,know one harder,negative
23746,aww hope fly jt episodes usually really good early far ep hassn disappoint,positive
23747,glad wear black rat flowy shirt im full dozen mix oystsers seafood platter death chocolate,positive
23748,say even dominos anymore prefer pizza hut crunchy fresh veggie pizzas,neutral
23749,say cheese camera throw western mass gang sign cool,positive
23750,bout get ready work ugh hate workin fridays,negative
23751,un mesaj de eroare forbiddenyou permission access photo jpg server ghicit,neutral
23752,new car already give problems cant good sign,negative
23753,join facebeek loser friends amy,negative
23754,new baby arrive yesterday fab baby boy kilo proud happy,positive
23755,heart mela much cept last time go book us saturday instead friday fee us,negative
23756,lose game time today day history lostthegame blame,negative
23757,course really hope would real twitter page would soo cool,positive
23758,haha sometimes mobiles make us slave advantage,neutral
23759,write lyric new song excite sleep full stomach worst feel wake still feel full euggh,negative
23760,find kitty pregnant good thing though go adopt one instead,positive
23761,twin peak high yay,positive
23762,watch short stack tv,neutral
23763,gorgeous check new pics,positive
23764,dumb reason dresser sticky top another reason family history book get attach back jack,negative
23765,go home cry,neutral
23766,believe spend minutes snicker ice cream seem like one anymore,negative
23767,missy higgins kate voegele grace potter nocturnals,neutral
23768,wrong come brag full belly smh,negative
23769,everyone say suppose pics matt striker hope get trouble,positive
23770,like,positive
23771,nation launch twittix v convince,negative
23772,want play parachute game,neutral
23773,thats awesome good idea,positive
23774,im cry lol,negative
23775,long day family tire fun,neutral
23776,bump air supply greastest hit,positive
23777,well aunts dog die understand devastate probably head soon support,negative
23778,hate trevor drive,negative
23779,physical therapy,neutral
23780,yeah still needa hang lol glad super time show,positive
23781,followfriday honor web buddies move,neutral
23782,comment well know reply,neutral
23783,miss jack n box whataburger oooo taco cabanaaaaaa lmao,neutral
23784,funtime lot fun finally,positive
23785,new star trek movie awesomeness unnecessary brief underwear scene pun intend besides awesomeness startrek,positive
23786,lol read like book,neutral
23787,haha weird sunshine us,neutral
23788,lol yeah haha yeah things okay pretty much slowly sort everything lol exams come haha,neutral
23789,computer remain dead,negative
23790,feel better sorry feel,negative
23791,many things better sleep windows open,positive
23792,happy star war day may th nice get holiday celebrate fb,positive
23793,aww homesick feel im homesick nd home campp,negative
23794,excite cwpm tomorrow one member go still good start,positive
23795,laundry last two days,neutral
23796,work buddy leave early today im lonely keep lookin time barely min later last time,negative
23797,think look cute beanie hat,positive
23798,love sunshine happiness bring,positive
23799,sheboygan teekay kid fight angus ryan mall mcdonalds high party beer pong drink drive home fun night,positive
23800,one want virtualkiss,neutral
23801,yay train late start mins late arrive london first place,negative
23802,trully awful day,negative
23803,ik feel sooo bad,negative
23804,actually plan work w th alas meet kaiboshed plan,neutral
23805,lunch yes date nope,neutral
23806,omg know give stroke everytime go get mad quietly windows roll,negative
23807,morning,neutral
23808,flippin sweet dudes thank share,positive
23809,gosh hate school start monday class start end never chance,negative
23810,return sideways meds bill,negative
23811,http tinyurl com c tvz germany love haha,positive
23812,head glasgow rehearsal upcoming show,neutral
23813,true put case break week worry ill find way make work,neutral
23814,aaaaaahhhhhhhh soooooooo sweeeeeeet miss age soooo much,neutral
23815,idiom ring bell eh hahaha really think food nope actually bathroom teehee,neutral
23816,hungry food steal,negative
23817,leave nola today count second til start cry love place much,positive
23818,stop broadcast blogtv coz leave one one come way xd,negative
23819,even old dolls new ones look like sailor moon,neutral
23820,haha matt,positive
23821,ever see tv show dead like die become grim reaper take people souls accidents,neutral
23822,bore work,negative
23823,saw boo go back work time hair go rain wtf,negative
23824,ill call home phone home phone dinner tho coz im almost ready eat ok,neutral
23825,chilly n lonley n livingroom,positive
23826,seriously need live somewhere fabulously queer miss around people,negative
23827,get coach purse,neutral
23828,phped run successfuly via wine get ems run,neutral
23829,look cute,positive
23830,love first monday may bank holiday http plurk com p roxar,positive
23831,arrive fellows see girl,neutral
23832,cover sneeze tissue love god germaphobe ness significantly increase since join healthcare,positive
23833,wear glass give headache,negative
23834,could win get time vegas trip still look like noob,negative
23835,son get vote today coz grow love care soul full man love mum,positive
23836,follow please,neutral
23837,sorry hear lose two hard drive year know feel,negative
23838,impress might go away complain much x,negative
23839,friends ever miss year old pervs like shape shifter,negative
23840,picture pretty day http tr im kwod fb,positive
23841,yea look like sorry abt nt gettin touch hectic,negative
23842,omg awesome first time ever see day come demi take day haha,positive
23843,u know harajuku lovers,neutral
23844,runny nose breathe terrible feel,negative
23845,morning world back office longgggggggg weekend,neutral
23846,time mow lawn,neutral
23847,aight pau au au head blaisdell arena ladies concert cheehee awwrrite,neutral
23848,fun night,positive
23849,x shizz,neutral
23850,shoutout reyah fellow philly homegirl make best hard situations push pray something happen much love,neutral
23851,home much go long day,neutral
23852,video available us foreigners,neutral
23853,absolutely love mike watts sexy heroes,positive
23854,airport wait,neutral
23855,know people say power nap good time kinda always miss alarm,neutral
23856,http tinyurl com ry wap hi pretty man cant upload pics reason write wish find women,positive
23857,want one bad get one,positive
23858,stupid shop bag leave red mark arm,negative
23859,im really excite cant wait,positive
23860,want pineapple miss baby,positive
23861,wake clue,neutral
23862,hello follow recommendatiion,neutral
23863,terminator next week trs chance dont mean tuesday release next,neutral
23864,note feel miss,positive
23865,ha im ready cant believe ball call haha wtf,neutral
23866,gain instant follower use tag tweet wtf lesson learn summer todd get new official tag,neutral
23867,thank follow friday love,positive
23868,happy mother day moms play tong ago,positive
23869,someone key car,negative
23870,drink cordial yes im bore,negative
23871,wtf facebook spam say dad secret admirer,negative
23872,need speak leave phone home,neutral
23873,thank go laker game tonight sec love la,positive
23874,want see bud mel miss hur load,negative
23875,rain lightly mist though,neutral
23876,oh god break much plaster like wall thank,positive
23877,minibar listen politics maybe tech starups soon,neutral
23878,rest whole day walk,neutral
23879,roll arm cuz cant remember ever fall hard avalanche dc,negative
23880,goddamnit live age constant communication anyone return text,negative
23881,great idea,positive
23882,sourish limbs prevent gg friday happy v long time even fri,negative
23883,congrats ugh still til end june,positive
23884,work feel like bein dis today,negative
23885,know say except hug,neutral
23886,let know go pray ummmph still believe,positive
23887,yay get together soon something,positive
23888,good morning tweeties,positive
23889,drat land boot die think boot like parsley one go seed first season,negative
23890,sweetie refuse offend expect nay count,neutral
23891,hey kelvin day fantastic far get ready family mother day function shortly,positive
23892,hurray summer time start today mean work pm instead august yay,positive
23893,thank man really appreciate kind word,positive
23894,pack like,negative
23895,try sell gm stock,neutral
23896,way block followers idea sorry,negative
23897,yeah man since hear spittin,neutral
23898,monday one day,neutral
23899,gl say hi,neutral
23900,http twitpic com w u pretty girls must love whole lot happy bday,positive
23901,hate see pregnant women smokinggg sooo irresponsible n selfish saaad ultimately baby one suffer,negative
23902,miss jp know iv give headache think make want cry,negative
23903,press ignore button,negative
23904,get back doctor need surgery yayyy knees still gonna get better,neutral
23905,fully understand cat cabin fever holy really wanna outside,neutral
23906,mourn venus third round loss,negative
23907,code think coin phrase hottie switchfoot guy tim hsg short wendy,neutral
23908,happy mother day beautiful,positive
23909,leave dont miss much tweetbeaks,negative
23910,actually could go weight watchers,neutral
23911,let google http lmgtfy com,neutral
23912,aww lovely hope great mother day little mother hen get contact sharn,positive
23913,wait go movies later th month booored,negative
23914,sorry mean,negative
23915,feel good kinda tire miss wait grad weekend,positive
23916,already clean hour much http twitpic com gzx,neutral
23917,erincharde yea afterthought,neutral
23918,thank synn,positive
23919,besides feel sick things make feel particularly happy,neutral
23920,hey u know sub digg say need help soon well n wud love u could digg pls kaushik,neutral
23921,well kris make sick panda,negative
23922,oh tonight good night,positive
23923,find link wwe com http www wwe com inside industrynews kennedyreleased stink,negative
23924,ughhhhhhhh feel good,negative
23925,might give another go,positive
23926,thank really fun love romance comedies though one could use comedy imo,positive
23927,work til,neutral
23928,head hurt,negative
23929,hello ur biggest fan rly carnt w till new moon come good luck u nd cast film,positive
23930,twitter bear feb today point time may pm gmt tweet include one,neutral
23931,facebook jamlegend,neutral
23932,better snicker bar hersheys w almonds use b addict b miss lol,negative
23933,much happier despite loom departure,positive
23934,wow emc new site different,neutral
23935,help ex student uni assignment via skype gotta love connect world sudying game design even better,positive
23936,super hungry dominos martabak tempt fatten,neutral
23937,go bfast,neutral
23938,strange time return feel like come home yet spanish blood know,neutral
23939,need get hand,neutral
23940,finish break dawn last night manage finish page days good sad w twilight saga,neutral
23941,today gonna go shop minus days til cuuuba,neutral
23942,morning football today think learn applescript,neutral
23943,welcome love review free apps much download use,positive
23944,last night paper write session still need prioritize better,negative
23945,always come money least rotten law average,negative
23946,make smite yeah yeah really cuties,negative
23947,kelly share last name wouldnt sweet relate,positive
23948,watch seeker,neutral
23949,get la miss hawaii already dang,negative
23950,real gonna slap public,negative
23951,feel weekend fever anymore everyday day,negative
23952,hospital today shop mom love much,positive
23953,miss sun busy gettin hot bother shop make weekend x,neutral
23954,nothings better go chinese supperinn fave cousins,positive
23955,goodmorning yall wake early,positive
23956,money world could never make happy stay home mom son,positive
23957,deal want well netbook iphone please,neutral
23958,last day school last concert life wow say emotional im really gonna miss mhs graduation practice today,negative
23959,navy blue black nailpolish think stain nail little,neutral
23960,goodnight world goodnight eddplant,neutral
23961,could get sack soon good,negative
23962,finally get overdue book little room overstuff back pack,neutral
23963,happy moms day,positive
23964,vision love play vision luv n aaaaaoouoouoouu u turn toooo mariah ur part,positive
23965,two days comcast technician schedule tomorrow morning,neutral
23966,raise hand oh oh caffeine,neutral
23967,play image,neutral
23968,finally gonna try fall asleep goodnight like morn sleep,positive
23969,back home tallcree rez cant see boyfriend,negative
23970,heeey win ice hockey winners,positive
23971,today busy geez get ready graduation,neutral
23972,suppose sometimes get busy recognize always family god,neutral
23973,hear illegal unless catch,negative
23974,jeff get visa time come visit sad news go lapa tonight samba night away,negative
23975,get ready work,neutral
23976,road bet would right mmot,neutral
23977,still date bon iver next week,neutral
23978,speak new tweeples get acquaint never speak,neutral
23979,bsnl stupid net go without email whole day,negative
23980,train stud life fost tiberiu lovin la noi aflat ca sunt imbecili peste tot fun,positive
23981,yaaaaaaay bday,positive
23982,hate strawberries run special k,negative
23983,actually great start day hope continue get new american oversized bed even,positive
23984,never answer back,negative
23985,awwwe live van would great see great flight,positive
23986,xbox break hope enjoy play vs look forward,positive
23987,tv bore,negative
23988,save next time http blip fm z sv,neutral
23989,aww believe wee girl bgt cry sad,negative
23990,hear title author must look enjoy,positive
23991,tweet later byee,neutral
23992,want ticket concert,neutral
